Time,Voltage 
2.972,-0.0535
2.974,-0.0505
2.976,-0.0405
2.978,-0.054
2.98,-0.057
2.982,-0.0565
2.984,-0.0625
2.986,-0.0695
2.988,-0.066
2.99,-0.0615
2.992,-0.0585
2.994,-0.0545
2.996,-0.047
2.998,-0.058
3,-0.056
3.002,-0.067
3.004,-0.074
3.006,-0.0755
3.008,-0.0695
3.01,-0.0595
3.012,-0.063
3.014,-0.057
3.016,-0.0485
3.018,-0.06
3.02,-0.0645
3.022,-0.0745
3.024,-0.0765
3.026,-0.081
3.028,-0.081
3.03,-0.0765
3.032,-0.07
3.034,-0.0595
3.036,-0.054
3.038,-0.062
3.04,-0.071
3.042,-0.086
3.044,-0.079
3.046,-0.089
3.048,-0.082
3.05,-0.08
3.052,-0.068
3.054,-0.0695
3.056,-0.058
3.058,-0.0635
3.06,-0.072
3.062,-0.0745
3.064,-0.076
3.066,-0.081
3.068,-0.074
3.07,-0.08
3.072,-0.0705
3.074,-0.0635
3.076,-0.0635
3.078,-0.068
3.08,-0.081
3.082,-0.0805
3.084,-0.0895
3.086,-0.09
3.088,-0.0905
3.09,-0.079
3.092,-0.081
3.094,-0.075
3.096,-0.068
3.098,-0.064
3.1,-0.061
3.102,-0.0565
3.104,-0.054
3.106,-0.0635
3.108,-0.054
3.11,-0.0475
3.112,-0.042
3.114,-0.054
3.116,-0.069
3.118,-0.1045
3.12,-0.102
3.122,-0.098
3.124,-0.0985
3.126,-0.1125
3.128,-0.126
3.13,-0.1335
3.132,-0.132
3.134,-0.132
3.136,-0.1305
3.138,-0.1535
3.14,-0.1535
3.142,-0.1815
3.144,-0.2065
3.146,-0.2115
3.148,-0.2055
3.15,-0.2015
3.152,-0.192
3.154,-0.1885
3.156,-0.182
3.158,-0.1705
3.16,-0.1765
3.162,-0.1715
3.164,-0.1785
3.166,-0.1815
3.168,-0.1475
3.17,-0.125
3.172,-0.1015
3.174,-0.0885
3.176,-0.074
3.178,-0.0805
3.18,-0.0855
3.182,-0.0885
3.184,-0.0935
3.186,-0.0975
3.188,-0.084
3.19,-0.081
3.192,-0.076
3.194,-0.071
3.196,-0.07
3.198,-0.0665
3.2,-0.0745
3.202,-0.0795
3.204,-0.0765
3.206,-0.0795
3.208,-0.072
3.21,-0.0605
3.212,-0.04
3.214,-0.0095
3.216,0.029
3.218,0.0635
3.22,0.0975
3.222,0.135
3.224,0.1755
3.226,0.1805
3.228,0.1965
3.23,0.1855
3.232,0.1415
3.234,0.078
3.236,0.0345
3.238,-0.0285
3.24,-0.059
3.242,-0.1225
3.244,-0.2185
3.246,-0.2895
3.248,-0.3085
3.25,-0.4005
3.252,-0.4145
3.254,-0.441
3.256,-0.394
3.258,-0.3375
3.26,-0.317
3.262,-0.232
3.264,-0.1625
3.266,-0.1225
3.268,-0.0535
3.27,0.076
3.272,0.164
3.274,0.2375
3.276,0.314
3.278,0.3405
3.28,0.27
3.282,0.1865
3.284,0.1725
3.286,0.132
3.288,0.1485
3.29,0.1585
3.292,0.173
3.294,0.181
3.296,0.18
3.298,0.1475
3.3,0.092
3.302,0.064
3.304,0.0405
3.306,0.0215
3.308,0.014
3.31,0.0185
3.312,0.0145
3.314,0.0175
3.316,0.018
3.318,0.016
3.32,0.008
3.322,-0.002
3.324,-0.0035
3.326,-0.0175
3.328,-0.0165
3.33,-0.012
3.332,-0.0035
3.334,-0.003
3.336,-0.0065
3.338,-0.008
3.34,-0.0145
3.342,-0.021
3.344,-0.026
3.346,-0.0255
3.348,-0.0255
3.35,-0.015
3.352,-0.023
3.354,-0.017
3.356,-0.009
3.358,-0.0065
3.36,-0.02
3.362,-0.027
3.364,-0.0295
3.366,-0.034
3.368,-0.0375
3.37,-0.0215
3.372,-0.019
3.374,-0.0175
3.376,-0.0145
3.378,-0.0145
3.38,-0.0235
3.382,-0.0315
3.384,-0.035
3.386,-0.0355
3.388,-0.037
3.39,-0.031
3.392,-0.0245
3.394,-0.0195
3.396,-0.0155
3.398,-0.018
3.4,-0.0265
3.402,-0.0375
3.404,-0.0435
3.406,-0.049
3.408,-0.0415
3.41,-0.0335
3.412,-0.035
3.414,-0.018
3.416,-0.019
3.418,-0.019
3.42,-0.029
3.422,-0.0295
3.424,-0.041
3.426,-0.051
3.428,-0.0465
3.43,-0.038
3.432,-0.0405
3.434,-0.0395
3.436,-0.0285
3.438,-0.0325
3.44,-0.045
3.442,-0.0485
3.444,-0.0525
3.446,-0.0525
3.448,-0.0575
3.45,-0.054
3.452,-0.0425
3.454,-0.0435
3.456,-0.0465
3.458,-0.039
3.46,-0.048
3.462,-0.057
3.464,-0.0615
3.466,-0.067
3.468,-0.0655
3.47,-0.0645
3.472,-0.0595
3.474,-0.0565
3.476,-0.051
3.478,-0.0495
3.48,-0.058
3.482,-0.0635
3.484,-0.064
3.486,-0.074
3.488,-0.0675
3.49,-0.065
3.492,-0.06
3.494,-0.056
3.496,-0.05
3.498,-0.0465
3.5,-0.053
3.502,-0.061
3.504,-0.063
3.506,-0.072
3.508,-0.066
3.51,-0.06
3.512,-0.054
3.514,-0.0465
3.516,-0.0405
3.518,-0.042
3.52,-0.054
3.522,-0.0575
3.524,-0.062
3.526,-0.0595
3.528,-0.0615
3.53,-0.05
3.532,-0.0485
3.534,-0.043
3.536,-0.039
3.538,-0.0335
3.54,-0.0415
3.542,-0.0465
3.544,-0.0505
3.546,-0.056
3.548,-0.056
3.55,-0.0495
3.552,-0.043
3.554,-0.0395
3.556,-0.0335
3.558,-0.04
3.56,-0.0395
3.562,-0.051
3.564,-0.051
3.566,-0.0595
3.568,-0.058
3.57,-0.05
3.572,-0.045
3.574,-0.042
3.576,-0.038
3.578,-0.0365
3.58,-0.041
3.582,-0.0485
3.584,-0.0465
3.586,-0.06
3.588,-0.055
3.59,-0.0515
3.592,-0.045
3.594,-0.0355
3.596,-0.031
3.598,-0.03
3.6,-0.042
3.602,-0.0465
3.604,-0.0515
3.606,-0.059
3.608,-0.0545
3.61,-0.0485
3.612,-0.046
3.614,-0.045
3.616,-0.041
3.618,-0.041
3.62,-0.0445
3.622,-0.055
3.624,-0.0575
3.626,-0.0575
3.628,-0.061
3.63,-0.055
3.632,-0.05
3.634,-0.043
3.636,-0.0425
3.638,-0.043
3.64,-0.053
3.642,-0.0565
3.644,-0.0595
3.646,-0.0625
3.648,-0.0625
3.65,-0.059
3.652,-0.0545
3.654,-0.0465
3.656,-0.045
3.658,-0.048
3.66,-0.053
3.662,-0.0575
3.664,-0.066
3.666,-0.0665
3.668,-0.064
3.67,-0.063
3.672,-0.06
3.674,-0.0545
3.676,-0.045
3.678,-0.0475
3.68,-0.053
3.682,-0.061
3.684,-0.0665
3.686,-0.074
3.688,-0.0725
3.69,-0.068
3.692,-0.0655
3.694,-0.064
3.696,-0.0555
3.698,-0.0535
3.7,-0.0585
3.702,-0.063
3.704,-0.0675
3.706,-0.0745
3.708,-0.075
3.71,-0.067
3.712,-0.0645
3.714,-0.0555
3.716,-0.0565
3.718,-0.054
3.72,-0.0645
3.722,-0.0635
3.724,-0.074
3.726,-0.073
3.728,-0.078
3.73,-0.0645
3.732,-0.061
3.734,-0.0555
3.736,-0.055
3.738,-0.057
3.74,-0.067
3.742,-0.0685
3.744,-0.0565
3.746,-0.05
3.748,-0.051
3.75,-0.0405
3.752,-0.037
3.754,-0.0295
3.756,-0.0255
3.758,-0.0345
3.76,-0.0645
3.762,-0.099
3.764,-0.1005
3.766,-0.094
3.768,-0.0865
3.77,-0.0915
3.772,-0.107
3.774,-0.101
3.776,-0.12
3.778,-0.1135
3.78,-0.1225
3.782,-0.1435
3.784,-0.157
3.786,-0.179
3.788,-0.2035
3.79,-0.1955
3.792,-0.1865
3.794,-0.184
3.796,-0.1735
3.798,-0.1695
3.8,-0.171
3.802,-0.176
3.804,-0.1755
3.806,-0.177
3.808,-0.1755
3.81,-0.1605
3.812,-0.1375
3.814,-0.104
3.816,-0.0915
3.818,-0.0815
3.82,-0.0775
3.822,-0.082
3.824,-0.084
3.826,-0.088
3.828,-0.0885
3.83,-0.0745
3.832,-0.0675
3.834,-0.063
3.836,-0.059
3.838,-0.0535
3.84,-0.064
3.842,-0.068
3.844,-0.076
3.846,-0.0755
3.848,-0.0725
3.85,-0.065
3.852,-0.0545
3.854,-0.0405
3.856,-0.0345
3.858,-0.0085
3.86,0.0105
3.862,0.0365
3.864,0.071
3.866,0.1175
3.868,0.168
3.87,0.2055
3.872,0.2265
3.874,0.225
3.876,0.2015
3.878,0.135
3.88,0.07
3.882,0.004
3.884,-0.018
3.886,-0.065
3.888,-0.126
3.89,-0.2325
3.892,-0.2695
3.894,-0.322
3.896,-0.361
3.898,-0.393
3.9,-0.42
3.902,-0.373
3.904,-0.341
3.906,-0.284
3.908,-0.202
3.91,-0.1275
3.912,-0.0675
3.914,0.053
3.916,0.1555
3.918,0.236
3.92,0.3015
3.922,0.3425
3.924,0.295
3.926,0.1845
3.928,0.163
3.93,0.135
3.932,0.1535
3.934,0.175
3.936,0.1825
3.938,0.187
3.94,0.1825
3.942,0.1515
3.944,0.1
3.946,0.076
3.948,0.055
3.95,0.0375
3.952,0.042
3.954,0.0495
3.956,0.0465
3.958,0.045
3.96,0.0365
3.962,0.027
3.964,0.019
3.966,0.0145
3.968,0.012
3.97,0.018
3.972,0.015
3.974,0.0235
3.976,0.0215
3.978,0.023
3.98,0.0125
3.982,0.0075
3.984,0.003
3.986,-0.0025
3.988,-0.003
3.99,0.0045
3.992,0.0045
3.994,0.014
3.996,0.016
3.998,0.015
4,0.0105
4.002,0.0015
4.004,-0.007
4.006,-0.0075
4.008,-0.006
4.01,0.0025
4.012,0.004
4.014,0.0115
4.016,0.009
4.018,0.015
4.02,0.003
4.022,0.006
4.024,-0.01
4.026,-0.008
4.028,-0.015
4.03,-0.0095
4.032,0.0005
4.034,0.0075
4.036,0.007
4.038,0.0085
4.04,0.002
4.042,0.002
4.044,-0.005
4.046,-0.0105
4.048,-0.0145
4.05,-0.009
4.052,-0.003
4.054,0
4.056,0.0045
4.058,0.005
4.06,-0.004
4.062,-0.0095
4.064,-0.014
4.066,-0.018
4.068,-0.0215
4.07,-0.0175
4.072,-0.0085
4.074,-0.004
4.076,0
4.078,0.002
4.08,-0.01
4.082,-0.016
4.084,-0.024
4.086,-0.0245
4.088,-0.0295
4.09,-0.0235
4.092,-0.023
4.094,-0.016
4.096,-0.016
4.098,-0.013
4.1,-0.021
4.102,-0.032
4.104,-0.0345
4.106,-0.0395
4.108,-0.0405
4.11,-0.038
4.112,-0.0325
4.114,-0.035
4.116,-0.0265
4.118,-0.0215
4.12,-0.032
4.122,-0.036
4.124,-0.045
4.126,-0.049
4.128,-0.052
4.13,-0.0455
4.132,-0.043
4.134,-0.0365
4.136,-0.0335
4.138,-0.031
4.14,-0.038
4.142,-0.043
4.144,-0.045
4.146,-0.0475
4.148,-0.0495
4.15,-0.045
4.152,-0.043
4.154,-0.034
4.156,-0.0295
4.158,-0.0235
4.16,-0.0365
4.162,-0.0405
4.164,-0.044
4.166,-0.047
4.168,-0.0525
4.17,-0.0415
4.172,-0.0295
4.174,-0.0245
4.176,-0.0265
4.178,-0.0225
4.18,-0.028
4.182,-0.033
4.184,-0.0345
4.186,-0.041
4.188,-0.0395
4.19,-0.037
4.192,-0.027
4.194,-0.026
4.196,-0.023
4.198,-0.0225
4.2,-0.024
4.202,-0.03
4.204,-0.0345
4.206,-0.0395
4.208,-0.0395
4.21,-0.033
4.212,-0.0325
4.214,-0.0245
4.216,-0.016
4.218,-0.015
4.22,-0.029
4.222,-0.029
4.224,-0.0355
4.226,-0.038
4.228,-0.041
4.23,-0.029
4.232,-0.0285
4.234,-0.019
4.236,-0.0205
4.238,-0.012
4.24,-0.0215
4.242,-0.0245
4.244,-0.032
4.246,-0.0335
4.248,-0.038
4.25,-0.0295
4.252,-0.025
4.254,-0.022
4.256,-0.012
4.258,-0.013
4.26,-0.02
4.262,-0.026
4.264,-0.031
4.266,-0.035
4.268,-0.0405
4.27,-0.0285
4.272,-0.0305
4.274,-0.021
4.276,-0.019
4.278,-0.0155
4.28,-0.0225
4.282,-0.0265
4.284,-0.0355
4.286,-0.0425
4.288,-0.046
4.29,-0.0315
4.292,-0.0335
4.294,-0.027
4.296,-0.0175
4.298,-0.017
4.3,-0.03
4.302,-0.0325
4.304,-0.04
4.306,-0.0415
4.308,-0.046
4.31,-0.0415
4.312,-0.0335
4.314,-0.028
4.316,-0.0245
4.318,-0.0235
4.32,-0.0305
4.322,-0.037
4.324,-0.046
4.326,-0.047
4.328,-0.049
4.33,-0.0415
4.332,-0.037
4.334,-0.029
4.336,-0.03
4.338,-0.026
4.34,-0.03
4.342,-0.0375
4.344,-0.047
4.346,-0.047
4.348,-0.0555
4.35,-0.045
4.352,-0.0405
4.354,-0.036
4.356,-0.0295
4.358,-0.025
4.36,-0.0385
4.362,-0.0445
4.364,-0.0495
4.366,-0.0515
4.368,-0.0535
4.37,-0.0475
4.372,-0.0425
4.374,-0.0325
4.376,-0.0335
4.378,-0.0275
4.38,-0.0385
4.382,-0.0415
4.384,-0.048
4.386,-0.0495
4.388,-0.052
4.39,-0.044
4.392,-0.0405
4.394,-0.035
4.396,-0.03
4.398,-0.0235
4.4,-0.0345
4.402,-0.0395
4.404,-0.0475
4.406,-0.0555
4.408,-0.056
4.41,-0.034
4.412,-0.017
4.414,-0.006
4.416,-0.0025
4.418,0.006
4.42,-0.004
4.422,-0.0065
4.424,-0.0245
4.426,-0.045
4.428,-0.08
4.43,-0.0695
4.432,-0.0565
4.434,-0.036
4.436,-0.0465
4.438,-0.067
4.44,-0.081
4.442,-0.1005
4.444,-0.098
4.446,-0.1105
4.448,-0.124
4.45,-0.135
4.452,-0.1385
4.454,-0.153
4.456,-0.1525
4.458,-0.148
4.46,-0.1485
4.462,-0.1525
4.464,-0.1545
4.466,-0.162
4.468,-0.1635
4.47,-0.149
4.472,-0.143
4.474,-0.1315
4.476,-0.121
4.478,-0.099
4.48,-0.0865
4.482,-0.078
4.484,-0.078
4.486,-0.066
4.488,-0.066
4.49,-0.058
4.492,-0.052
4.494,-0.041
4.496,-0.037
4.498,-0.029
4.5,-0.0325
4.502,-0.0395
4.504,-0.0405
4.506,-0.0465
4.508,-0.053
4.51,-0.044
4.512,-0.0355
4.514,-0.0275
4.516,-0.0245
4.518,-0.012
4.52,-0.0195
4.522,-0.0115
4.524,-0.001
4.526,0.0215
4.528,0.0555
4.53,0.104
4.532,0.158
4.534,0.208
4.536,0.245
4.538,0.2625
4.54,0.242
4.542,0.2155
4.544,0.1375
4.546,0.0805
4.548,0.021
4.55,0.0015
4.552,-0.037
4.554,-0.088
4.556,-0.199
4.558,-0.225
4.56,-0.2915
4.562,-0.33
4.564,-0.378
4.566,-0.3895
4.568,-0.352
4.57,-0.3075
4.572,-0.24
4.574,-0.1485
4.576,-0.0695
4.578,-0.009
4.58,0.106
4.582,0.1885
4.584,0.258
4.586,0.327
4.588,0.3505
4.59,0.2895
4.592,0.194
4.594,0.184
4.596,0.1495
4.598,0.1735
4.6,0.1805
4.602,0.1895
4.604,0.1835
4.606,0.181
4.608,0.1485
4.61,0.1195
4.612,0.1
4.614,0.0855
4.616,0.0735
4.618,0.0825
4.62,0.069
4.622,0.0615
4.624,0.0495
4.626,0.0445
4.628,0.0345
4.63,0.0365
4.632,0.044
4.634,0.05
4.636,0.05
4.638,0.054
4.64,0.045
4.642,0.037
4.644,0.028
4.646,0.023
4.648,0.0235
4.65,0.0295
4.652,0.0315
4.654,0.0395
4.656,0.041
4.658,0.044
4.66,0.0345
4.662,0.033
4.664,0.0245
4.666,0.0205
4.668,0.0155
4.67,0.0185
4.672,0.0225
4.674,0.029
4.676,0.034
4.678,0.0395
4.68,0.029
4.682,0.025
4.684,0.019
4.686,0.014
4.688,0.011
4.69,0.0145
4.692,0.025
4.694,0.0235
4.696,0.03
4.698,0.0315
4.7,0.027
4.702,0.0165
4.704,0.0155
4.706,0.012
4.708,0.008
4.71,0.0095
4.712,0.015
4.714,0.0175
4.716,0.026
4.718,0.0245
4.72,0.017
4.722,0.016
4.724,0.0095
4.726,0.006
4.728,0.001
4.73,0.008
4.732,0.014
4.734,0.0145
4.736,0.024
4.738,0.0215
4.74,0.0165
4.742,0.011
4.744,0.003
4.746,0.0035
4.748,-0.0075
4.75,-0.0055
4.752,-0.005
4.754,0.005
4.756,-0.0005
4.758,0.0115
4.76,0.0045
4.762,-0.0025
4.764,-0.0155
4.766,-0.016
4.768,-0.0225
4.77,-0.019
4.772,-0.015
4.774,-0.0075
4.776,-0.0055
4.778,-0.0045
4.78,-0.0115
4.782,-0.016
4.784,-0.0275
4.786,-0.035
4.788,-0.032
4.79,-0.026
4.792,-0.0255
4.794,-0.0265
4.796,-0.02
4.798,-0.0155
4.8,-0.021
4.802,-0.027
4.804,-0.0365
4.806,-0.039
4.808,-0.042
4.81,-0.034
4.812,-0.0305
4.814,-0.0285
4.816,-0.015
4.818,-0.011
4.82,-0.017
4.822,-0.0235
4.824,-0.025
4.826,-0.0315
4.828,-0.032
4.83,-0.0265
4.832,-0.021
4.834,-0.013
4.836,-0.009
4.838,-0.0075
4.84,-0.0125
4.842,-0.0135
4.844,-0.016
4.846,-0.0185
4.848,-0.025
4.85,-0.017
4.852,-0.0145
4.854,-0.007
4.856,0.001
4.858,-0.0025
4.86,-0.0085
4.862,-0.016
4.864,-0.0195
4.866,-0.0205
4.868,-0.028
4.87,-0.016
4.872,-0.016
4.874,-0.0115
4.876,-0.0065
4.878,0.004
4.88,-0.0125
4.882,-0.004
4.884,-0.017
4.886,-0.019
4.888,-0.0185
4.89,-0.014
4.892,-0.0115
4.894,-0.003
4.896,0.0005
4.898,0.008
4.9,0.0035
4.902,-0.0025
4.904,-0.0085
4.906,-0.0175
4.908,-0.015
4.91,-0.012
4.912,-0.009
4.914,-0.003
4.916,0.0025
4.918,0.0025
4.92,0.0035
4.922,-0.007
4.924,-0.011
4.926,-0.015
4.928,-0.0195
4.93,-0.0145
4.932,-0.008
4.934,-0.0045
4.936,0.0025
4.938,0.0075
4.94,-0.0065
4.942,-0.007
4.944,-0.0065
4.946,-0.0085
4.948,-0.0205
4.95,-0.01
4.952,-0.0035
4.954,0
4.956,0.0045
4.958,0.0045
4.96,-0.005
4.962,-0.003
4.964,-0.0125
4.966,-0.016
4.968,-0.0225
4.97,-0.0135
4.972,-0.0125
4.974,-0.006
4.976,-0.002
4.978,-0.001
4.98,-0.008
4.982,-0.0115
4.984,-0.0175
4.986,-0.0305
4.988,-0.0245
4.99,-0.023
4.992,-0.011
4.994,-0.0065
4.996,-0.005
4.998,-0.0045
5,-0.0045
5.002,-0.0115
5.004,-0.014
5.006,-0.025
5.008,-0.0255
5.01,-0.023
5.012,-0.0135
5.014,-0.0155
5.016,-0.0065
5.018,-0.008
5.02,-0.0135
5.022,-0.012
5.024,-0.019
5.026,-0.0225
5.028,-0.0235
5.03,-0.017
5.032,-0.0185
5.034,-0.007
5.036,-0.0095
5.038,-0.004
5.04,-0.0155
5.042,-0.006
5.044,-0.026
5.046,-0.026
5.048,-0.0295
5.05,-0.024
5.052,-0.0245
5.054,-0.0095
5.056,-0.007
5.058,-0.0035
5.06,-0.01
5.062,-0.0185
5.064,-0.0285
5.066,-0.0205
5.068,-0.032
5.07,-0.024
5.072,-0.0165
5.074,-0.0165
5.076,-0.0115
5.078,-0.012
5.08,-0.012
5.082,-0.024
5.084,-0.024
5.086,-0.0235
5.088,-0.034
5.09,-0.0305
5.092,-0.0155
5.094,-0.0085
5.096,-0.0065
5.098,-0.01
5.1,-0.0165
5.102,-0.0215
5.104,-0.011
5.106,-0.006
5.108,-0.009
5.11,0.005
5.112,0.0075
5.114,0.021
5.116,0.022
5.118,0.0205
5.12,-0.008
5.122,-0.0395
5.124,-0.0435
5.126,-0.04
5.128,-0.0325
5.13,-0.038
5.132,-0.055
5.134,-0.0605
5.136,-0.0755
5.138,-0.0605
5.14,-0.0705
5.142,-0.084
5.144,-0.1065
5.146,-0.1205
5.148,-0.1485
5.15,-0.1485
5.152,-0.132
5.154,-0.1235
5.156,-0.12
5.158,-0.1215
5.16,-0.1195
5.162,-0.12
5.164,-0.114
5.166,-0.1305
5.168,-0.1225
5.17,-0.1125
5.172,-0.0825
5.174,-0.0595
5.176,-0.038
5.178,-0.028
5.18,-0.019
5.182,-0.027
5.184,-0.036
5.186,-0.031
5.188,-0.033
5.19,-0.026
5.192,-0.016
5.194,-0.0115
5.196,-0.0125
5.198,0.0025
5.2,-0.0025
5.202,-0.0155
5.204,-0.013
5.206,-0.0155
5.208,-0.024
5.21,-0.013
5.212,0.008
5.214,0.0155
5.216,0.0315
5.218,0.06
5.22,0.074
5.222,0.1205
5.224,0.154
5.226,0.1915
5.228,0.2265
5.23,0.2525
5.232,0.27
5.234,0.254
5.236,0.2
5.238,0.144
5.24,0.0925
5.242,0.0305
5.244,0.0125
5.246,-0.0455
5.248,-0.137
5.25,-0.211
5.252,-0.219
5.254,-0.2975
5.256,-0.3395
5.258,-0.3635
5.26,-0.3265
5.262,-0.283
5.264,-0.2615
5.266,-0.177
5.268,-0.0945
5.27,-0.0415
5.272,0.0285
5.274,0.1515
5.276,0.2405
5.278,0.318
5.28,0.384
5.282,0.404
5.284,0.3275
5.286,0.2465
5.288,0.2215
5.29,0.188
5.292,0.212
5.294,0.234
5.296,0.242
5.298,0.2465
5.3,0.2425
5.302,0.207
5.304,0.159
5.306,0.128
5.308,0.1125
5.31,0.096
5.312,0.1015
5.314,0.1105
5.316,0.099
5.318,0.11
5.32,0.0955
5.322,0.0895
5.324,0.0755
5.326,0.081
5.328,0.069
5.33,0.066
5.332,0.081
5.334,0.0795
5.336,0.079
5.338,0.084
5.34,0.08
5.342,0.075
5.344,0.068
5.346,0.0685
5.348,0.0565
5.35,0.057
5.352,0.0625
5.354,0.0745
5.356,0.0735
5.358,0.0755
5.36,0.072
5.362,0.067
5.364,0.067
5.366,0.059
5.368,0.0525
5.37,0.0495
5.372,0.059
5.374,0.056
5.376,0.0665
5.378,0.0755
5.38,0.066
5.382,0.058
5.384,0.058
5.386,0.062
5.388,0.049
5.39,0.061
5.392,0.062
5.394,0.067
5.396,0.0705
5.398,0.079
5.4,0.0705
5.402,0.0595
5.404,0.0535
5.406,0.0475
5.408,0.042
5.41,0.0475
5.412,0.0595
5.414,0.0585
5.416,0.0695
5.418,0.0725
5.42,0.0685
5.422,0.056
5.424,0.0605
5.426,0.051
5.428,0.0475
5.43,0.042
5.432,0.049
5.434,0.0515
5.436,0.057
5.438,0.0625
5.44,0.0595
5.442,0.0575
5.444,0.042
5.446,0.0415
5.448,0.0365
5.45,0.0425
5.452,0.0445
5.454,0.049
5.456,0.0435
5.458,0.059
5.46,0.0475
5.462,0.04
5.464,0.0305
5.466,0.028
5.468,0.0225
5.47,0.0255
5.472,0.032
5.474,0.0345
5.476,0.037
5.478,0.044
5.48,0.0365
5.482,0.035
5.484,0.024
5.486,0.03
5.488,0.0235
5.49,0.022
5.492,0.026
5.494,0.035
5.496,0.0355
5.498,0.0415
5.5,0.0375
5.502,0.025
5.504,0.028
5.506,0.0235
5.508,0.0265
5.51,0.023
5.512,0.0375
5.514,0.0425
5.516,0.048
5.518,0.0565
5.52,0.0505
5.522,0.047
5.524,0.0355
5.526,0.047
5.528,0.0285
5.53,0.0445
5.532,0.049
5.534,0.052
5.536,0.057
5.538,0.065
5.54,0.0605
5.542,0.057
5.544,0.049
5.546,0.0395
5.548,0.041
5.55,0.045
5.552,0.0555
5.554,0.056
5.556,0.0635
5.558,0.067
5.56,0.066
5.562,0.0605
5.564,0.0585
5.566,0.0595
5.568,0.058
5.57,0.055
5.572,0.06
5.574,0.068
5.576,0.0715
5.578,0.0765
5.58,0.0755
5.582,0.08
5.584,0.0595
5.586,0.057
5.588,0.0565
5.59,0.056
5.592,0.0605
5.594,0.0735
5.596,0.075
5.598,0.079
5.6,0.0785
5.602,0.0715
5.604,0.071
5.606,0.0555
5.608,0.061
5.61,0.0655
5.612,0.071
5.614,0.0705
5.616,0.081
5.618,0.085
5.62,0.08
5.622,0.073
5.624,0.0655
5.626,0.056
5.628,0.062
5.63,0.066
5.632,0.065
5.634,0.077
5.636,0.083
5.638,0.078
5.64,0.074
5.642,0.072
5.644,0.073
5.646,0.0585
5.648,0.0605
5.65,0.0615
5.652,0.063
5.654,0.0695
5.656,0.0785
5.658,0.0865
5.66,0.08
5.662,0.073
5.664,0.066
5.666,0.063
5.668,0.0555
5.67,0.059
5.672,0.0685
5.674,0.072
5.676,0.075
5.678,0.081
5.68,0.074
5.682,0.0715
5.684,0.0695
5.686,0.066
5.688,0.0605
5.69,0.061
5.692,0.0655
5.694,0.0635
5.696,0.0745
5.698,0.0815
5.7,0.077
5.702,0.0655
5.704,0.0645
5.706,0.0605
5.708,0.064
5.71,0.0615
5.712,0.067
5.714,0.066
5.716,0.0705
5.718,0.0845
5.72,0.081
5.722,0.076
5.724,0.068
5.726,0.0625
5.728,0.0595
5.73,0.0615
5.732,0.062
5.734,0.0735
5.736,0.0795
5.738,0.088
5.74,0.0855
5.742,0.0725
5.744,0.063
5.746,0.061
5.748,0.0655
5.75,0.0565
5.752,0.069
5.754,0.069
5.756,0.0735
5.758,0.084
5.76,0.0825
5.762,0.0755
5.764,0.07
5.766,0.0665
5.768,0.0675
5.77,0.056
5.772,0.065
5.774,0.067
5.776,0.0825
5.778,0.0995
5.78,0.1115
5.782,0.1005
5.784,0.098
5.786,0.0995
5.788,0.0985
5.79,0.097
5.792,0.0885
5.794,0.073
5.796,0.0515
5.798,0.061
5.8,0.0645
5.802,0.064
5.804,0.06
5.806,0.033
5.808,0.025
5.81,0.006
5.812,0.023
5.814,0.0325
5.816,0.015
5.818,0.0015
5.82,-0.0085
5.822,-0.0345
5.824,-0.0435
5.826,-0.049
5.828,-0.051
5.83,-0.0495
5.832,-0.048
5.834,-0.03
5.836,-0.0195
5.838,-0.012
5.84,-0.009
5.842,-0.0115
5.844,-0.01
5.846,0.005
5.848,0.019
5.85,0.0435
5.852,0.054
5.854,0.0735
5.856,0.0725
5.858,0.0775
5.86,0.088
5.862,0.079
5.864,0.077
5.866,0.0725
5.868,0.0735
5.87,0.0755
5.872,0.0815
5.874,0.0805
5.876,0.101
5.878,0.091
5.88,0.0945
5.882,0.0915
5.884,0.089
5.886,0.086
5.888,0.096
5.89,0.108
5.892,0.1355
5.894,0.1755
5.896,0.222
5.898,0.276
5.9,0.3155
5.902,0.343
5.904,0.364
5.906,0.3695
5.908,0.339
5.91,0.2835
5.912,0.226
5.914,0.183
5.916,0.1325
5.918,0.11
5.92,0.0545
5.922,-0.0485
5.924,-0.1195
5.926,-0.146
5.928,-0.2365
5.93,-0.262
5.932,-0.287
5.934,-0.2405
5.936,-0.171
5.938,-0.1425
5.94,-0.051
5.942,0.011
5.944,0.052
5.946,0.116
5.948,0.238
5.95,0.3205
5.952,0.403
5.954,0.473
5.956,0.505
5.958,0.447
5.96,0.37
5.962,0.347
5.964,0.314
5.966,0.319
5.968,0.328
5.97,0.327
5.972,0.3395
5.974,0.343
5.976,0.3175
5.978,0.2725
5.98,0.242
5.982,0.2245
5.984,0.198
5.986,0.1965
5.988,0.1895
5.99,0.179
5.992,0.185
5.994,0.1895
5.996,0.1895
5.998,0.186
6,0.1795
6.002,0.18
6.004,0.1635
6.006,0.1645
6.008,0.1575
6.01,0.157
6.012,0.1575
6.014,0.164
6.016,0.171
6.018,0.166
6.02,0.174
6.022,0.162
6.024,0.1605
6.026,0.148
6.028,0.142
6.03,0.139
6.032,0.1455
6.034,0.153
6.036,0.1565
6.038,0.157
6.04,0.163
6.042,0.154
6.044,0.151
6.046,0.149
6.048,0.1385
6.05,0.142
